"Non male tutto sommato, soprattutto per la posizione comodissima per girare a piedi la città","0.75"
"Un po' scomodo se si arriva in auto perché è in zona pedonale e i posteggi più vicini (a pagamento) sono sempre occupati","0.0"
"Camera pulita e spaziosa, arredamento senza infamia e senza lode","0.75"
"Il televisore non funzionava e l'hanno sistemato solo dopo un giorno di richieste da parte nostra","0.0"
"Colazione discreta ma il caffè è a pagamento","0.5"
"Insomma, va benissimo per un WE in questa splendida città","1.0"
"(205€ per 2 notti) è un po' troppo caro per i servizi che ci sono stati resi","0.0"
"Abbiamo soggiornato in questo hotel una notte con degli amici con cui eravamo in viaggio","0.5"
"La posizione dell'hotel è centralissima, le camere sono pulite e silenziose, la colazione buona ed il personale molto disponibile e gentile","1.0"
"Ci siamo trovati molto bene e riteniamo che l'hotel abbia un ottimo rapporto qualità prezzo trattandosi di un tre stelle in piena zona pedonale","1.0"
"punti di forza sono la posizione e il rapporto qualità/prezzo (data la posizione): in pieno centro cittadino e, nonostante questo, il prezzo è abbordabile","1.0"
"La posizione può essere, invece, un punto di debolezza solo se viaggiate in macchina e con molti bagagli, dato che si è in piena zona pedonale e non sembra consentito accedere in auto neanche per carico/scarico","0.5"
"Occorre mettere in conto il costo del parcheggio (di cui l'albergo non dispone): 10€ al giorno (al Molo 4, a circa 10 minuti a piedi dall'albergo)","0.5"
"La camera non era molto grande, ma ben pulita e dotata di mini-frigobar e ventilatore da tavolo","0.75"
"il bagno era ampio, seppure senza finestra, e con le dotazioni di cortesia","0.75"
"Il personale professionale e cortese","1.0"
"hotel sovraffollato e la colazione di scarsa qualità","0.0"
"Ottima la posizione dell'albergo (in centro, vicino alla stazione), e certamente lodevole la gentilezza del personale","1.0"
"Tuttavia, il rapporto qualità-prezzo non è buona: stanze pulite ma non troppo, manca il frigo-bar - e io ho trovato anche doccia non funzionante","0.1"
"le sue tre stelle le vale tutte","0.6"
"arredamenti ne troppo datati ma neanche nuovi, personale non molto disponibile, si dorme male, bagni molto piccoli e sporchi, camere piccole, io ho richiesto una quadrupla e mi è stata data una doppia con quattro letti","0.0"
"ASSURDO","0.0"
"è sempre pieno di scolaresche quindi c'è molto fracasso","0.3"
"consiglio un soggiorno in quest'hotel solo a persone che devono starci una notte, perchè passare due notti li non è sopportabile","0.4"
"Il lungo soggiorno nell'hotel Everest di Trento, e'stato confortevole per l'ospitalità' è la cordiale disponibilità dei gestori e di tutto il personale","1.0"
"Idonea l'ubicazione per il raggiungimento delle varie mete, il parcheggio adeguato anche per disabili, la stanza comoda e pulita","1.0"
"Un encomio alla ristorazione per la qualità dei prodotti, nonché la perizia dei cuochi","1.0"
"da non dimenticare l'ottima pizza dai mille gusti,buona come poche","1.0"
"In altri termini, ci siamo trovati veramente bene, tanto che ritorneremo e lo consiglieremo ad amici e parenti","1.0"
"Un sentito e sincero ringraziamento a tutto lo Staff","1.0"
"Viaggio in famiglia","0.5"
"Ho scelto questo hotel per il prezzo non aspettandomi niente di che","0.5"
"Tuttavia la pulizia delle camere è buona e ottima la prima colazione compresa nel prezzo","1.0"
"la camera era un po' piccola per quattro ma era solo per una notte quindi","0.3"
"non male","0.5"
"Mi sono trovato molto bene, l'hotel è posizionato in una zona strategica perchè a pochi passi dalla stazione","1.0"
"Ho soggiornato per un solo week end ma non posso che consigliarlo a tutti","1.0"
"Il personale è cortese così come ottimo il servizio e la qualità del ristorante","1.0"
"Camera piuttosto spaziosa, pulita, comoda e molto silenziosa","1.0"
"Insomma mi sono trovato bene e sicuramente tornerò in questo hotel quando sarò per lavoro nella bellissima Trento","1.0"
