"Friendly staff members and ideal area for my visit","1.0"
"Staff including housekeeping were very amicable and accommodating","1.0"
"location was excellent - only a short walk from the city centre and many of the city's attractions","1.0"
"accommodation was great - excellent value, comfortable beds and clean","1.0"
"also very convenient for travel connections","1.0"
"our double room was booked a month in advance, we got a phone call when we were 5 minutes away to say we had to put up with a twin room","0.4"
"not very professional","0.0"
"Excellent staff who were very attentive, very keen to make sure we had an enjoyable stay","1.0"
"Beautiful rooms finished to a high standard, delicious food and excellent service","1.0"
"Bedrooms were grotty and bed so uncomfortable","0.0"
"The phone was also broken","0.4"
"The hotel was full of hens and stags","0.0"
"I thought the hotel was very pricey for what you got","0.0"
"Wouldn't stay here again","0.0"
"Reception lady was very polite and accommodating","1.0"
"Rooms were perfect for what we needed and the shower was so strong, I think i came out of it a stone lighter:-) loved it","1.0"
"Staff at reception was rude and demanded to see our id's to see if we were of age to book a room","0.0"
"We were well aware that you had to be over 18, but even after showing our id's we still very rude to us and didn't make us feel welcome at all","0.0"
"Very good location close to central railway station","1.0"
"Room quite small and cramped, especially with normal luggage for two people","0.0"
"rooms dont have cards, old keys","0.5"
"the room was full of ants who came out every day around the drawer and garbage bin -there is no internet - wifi for 5 to 10 euros limited to 1 connection at a time -very busy street (intersection) and very noisy","0.0"
"at night the location is kind of scary and unsafe","0.0"
"-very thin walls - we could here a guy coughing his lungs out one night (and spitting) - very disgusting -poor breakfast - mostly pastry -the rooms facing front are above a restaurant and the entrance - dont leave the window open or you'll get cigarette smoke and hear everybody screaming, laughing, etc, even late at night","0.0"
"Front desk staff is very helpful and polite","1.0"
"It's only few minutes from Termini and good restaurants nearby","1.0"
"Takes about 15-20 min walk to Colosseum","0.5"
"Great location, very close to the central train station (ideal for early/late transfers to the airports) walking distance to Romes city centre and sites","1.0"
"Tasty breakfast, overall a great place to stay","1.0"
"Good location, kind stuff, but no free wi fi","0.75"
"very good location, staff very good and friendly, nice room and bathroom too","1.0"
"excellent value","1.0"
"my room window was facing the street which is full of life but I was happy to hear the voice of Roma the eternal city","1.0"
"I love this hotel, Thanks","1.0"
"The location is very good","1.0"
"Near to republic square","0.5"
"The price is acceptable","0.5"
"The room was very clean, a very comfortable bed and if you are going to travel by train, the location is perfect","1.0"
"Showers are very small","0.0"
"Location is near train station and subway station","1.0"
"Very good Italian restaurant just at the corner","1.0"
