"Satisfecha Tras mucho pensarlo me lo compre y estoy muy contenta,es facil de utilizar y muy comodo. De momento va muy bien no tiene ningun fallo.Muy satisfecha con amazon por la entrega rapida.","1.0"
"Teodoro de la Cal El móvil LG Optimus L5 de importación tiene la carcasa de plástico, y por este motivo no recibe señal de cobertura. En el que compre de importación me pasaba esto y de uno nacional que tiene la carcasa metálica se la cambie, y observe que en el que se ponía la de plástico dejaba de tener señal y el de la tapa metálica tenia mucha señal, por eso no se lo recomiendo a nadie.","0.0"
"el fallo del whatssapp y el wifi....no es un fallo, hay que desactivar el ahorro de bateria y ya sin problemas! Hace poco regale dos terminales LG L5 2, y no puedo estar más contento con los resultados, al principio es cierto que como he leído si no encendían los móviles no llegaban los whatssapp, hasta que me puse a mirar en google, y descubrí que simplemente había que desactivar el modo de economizador de energía en ajustes del telefono. Solucionado esto no puedo estar más contento con los terminales, ya que lo he comparado con un iphone 4S que poseo y la verdad es que  no tienen nada que envidiarse si se trata para un uso normal del telefono, y no para videoconsola como alguna gente pretende.","1.0"
"Excelente para el precio El teléfono va rápido, tiene una pantalla con imagen clara y colores vivos. La batería dura varios días y no es pesado ni voluminoso. Excelente resultado para su precio,","1.0"
"Buena adquisición Me gusta mucho el modelo ya es limpio y con el tamaño idóneo para la mano. Es rápido y tiene buena capacidad. Su color blanco es muy resultón. Estoy muy contenta con la compra.","1.0"
"DEFECTUOSO Desgraciadamente la compra no me salió bien, además era un regalo, por lo que, lo más seguro tenga que devolverlo. Aunque supongo son cosas que pasan, el móvil al principio iba bien pero con los días empezó a fallar en algunos aspecto del sistema operativo y/o la WIFI, por lo visto, falla, es decir, está conectada pero no recibe ni le llegan los mensajes de texto, por ejemplo, por Whatsapp, entre otras cosas.","0.0"
"Perfecto Cumple con sobras lo prometido. Valoracion calidad-precio muy buena. De momento no me arrepiento. Es un maquinón. Lo recomiendo con creces.","1.0"
"Buen teléfono a buen precio Compré este teléfono para un regalo, quería tener whatsapp y poco más y el teléfono cumple a la perfección ese cometido, diseño práctico, la cámara quizás no es lo esperado, pero buen teléfono a buen precio para usuarios no exigentes.","1.0"
"me ha encantado. excelente relacion, calidad precio. incluso compre uno para un compañero de trabajo. altamente recomendable por 99 euros merece la pena.","1.0"
"Un smartphone económico con prestaciones decentes Se trata de un smartphone que funciona bastante fluido, es muy ligero y delgado. Aguanta bien un día de llamadas, whatsapp, etc..Buena relación precio/calidad.","1.0"
"Gran relación calidad-precio Funciona de maravilla y tiene todo lo necesario. No se puede pedir más por menos. Es el segundo en la familia.","1.0"
"Muy bien El móvil vino en su caja original con sus accesorios originales y todo perfecto es de fiar os lo recomiendo por rapidez y formalidad","1.0"
"Buena opción. Es el 3er Lg L5 que compramos. Relación precio/calidad excelente. Con un uso normal la batería nos dura más de dos días. Lo recomendaría como opción seria.","1.0"
"Buen móvil a precio razonable Este es un smartphone de prestaciones y precio razonable. Si no quieres un fórmula uno pero quieres las prestaciones que todo el mundo busca, y además quieres que quepa en tu bolsillo del pantalón, este es el móvil ideal.","1.0"
"Todo genial ! Me ha encantado este teléfono, es muy completo y bonito. LG siempre me ha dejado muy satisfecha con sus productos. El servicio de entrega de Amazon es excelente, han tardado dos dias en traerlo. Muy contenta.","1.0"
"Me encanta este producto, LG L5 ii Me ha encantado el producto, sobre todo la puntualidad de la entrega :) Muchas gracias por todo, Eso si, estoy a la espera de los auriculares...","1.0"
